repository,commit,type,before,after
"darknet","809f924db2823b9e1eaf3efb9370380edc1f76ed","CHANGE_SIGNATURE","{Function gradient_array_ongpu(cl_mem, int, ACTIVATION, cl_mem) at src/activations.h:19}","{Function gradient_array_ongpu(float, int, ACTIVATION, float) at src/activations.h:18})"
"darknet","809f924db2823b9e1eaf3efb9370380edc1f76ed","MOVE","{Function scal_ongpu(int, float, cl_mem, int) at src/mini_blas.h:17}","{Function scal_ongpu(int, float, float, int) at src/blas.h:20})"
"darknet","809f924db2823b9e1eaf3efb9370380edc1f76ed","MOVE","{Function scal_cpu(int, float, float, int) at src/mini_blas.h:68}","{Function scal_cpu(int, float, float, int) at src/blas.h:11})"
"obs-studio","daf5a4b9f3a4ac372387a9244addc46d47a7225e","MOVE","{Function obs_source_save(obs_source_t) at libobs/obs-internal.h:699}","{Function obs_source_save(obs_source_t) at libobs/obs.h:580})"
"obs-studio","daf5a4b9f3a4ac372387a9244addc46d47a7225e","MOVE","{Function obs_source_load(obs_source_t) at libobs/obs-internal.h:700}","{Function obs_source_load(obs_source_t) at libobs/obs.h:583})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function _emscripten_atomic_fetch_and_or_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:666}","{Function _emscripten_atomic_fetch_and_or_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:176})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_xor_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:676}","{Function emscripten_atomic_xor_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:186})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function _emscripten_atomic_fetch_and_add_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:600}","{Function _emscripten_atomic_fetch_and_add_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:110})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_sub_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:610}","{Function emscripten_atomic_sub_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:120})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_load_f64() at system/lib/pthread/library_pthread.c:540}","{Function emscripten_atomic_load_f64() at system/lib/pthread/library_pthread_asmjs.c:50})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function __atomic_fetch_xor_8(void, uint64_t, int) at system/lib/pthread/library_pthread.c:748}","{Function __atomic_fetch_xor_8(void, uint64_t, int) at system/lib/pthread/library_pthread_asmjs.c:248})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_cas_u64(void, uint64_t, uint64_t) at system/lib/pthread/library_pthread.c:529}","{Function emscripten_atomic_cas_u64(void, uint64_t, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:39})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function __atomic_fetch_add_8(void, uint64_t, int) at system/lib/pthread/library_pthread.c:728}","{Function __atomic_fetch_add_8(void, uint64_t, int) at system/lib/pthread/library_pthread_asmjs.c:228})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_store_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:578}","{Function emscripten_atomic_store_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:88})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_add_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:588}","{Function emscripten_atomic_add_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:98})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function __atomic_store_8(void, uint64_t, int) at system/lib/pthread/library_pthread.c:713}","{Function __atomic_store_8(void, uint64_t, int) at system/lib/pthread/library_pthread_asmjs.c:213})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function __atomic_fetch_or_8(void, uint64_t, int) at system/lib/pthread/library_pthread.c:743}","{Function __atomic_fetch_or_8(void, uint64_t, int) at system/lib/pthread/library_pthread_asmjs.c:243})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_store_f64(void, double) at system/lib/pthread/library_pthread.c:568}","{Function emscripten_atomic_store_f64(void, double) at system/lib/pthread/library_pthread_asmjs.c:78})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function __atomic_fetch_and_8(void, uint64_t, int) at system/lib/pthread/library_pthread.c:738}","{Function __atomic_fetch_and_8(void, uint64_t, int) at system/lib/pthread/library_pthread_asmjs.c:238})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_load_u64() at system/lib/pthread/library_pthread.c:549}","{Function emscripten_atomic_load_u64() at system/lib/pthread/library_pthread_asmjs.c:59})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function __atomic_load_8(void, int) at system/lib/pthread/library_pthread.c:708}","{Function __atomic_load_8(void, int) at system/lib/pthread/library_pthread_asmjs.c:208})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_exchange_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:519}","{Function emscripten_atomic_exchange_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:29})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_load_f32() at system/lib/pthread/library_pthread.c:499}","{Function emscripten_atomic_load_f32() at system/lib/pthread/library_pthread_asmjs.c:19})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function _emscripten_atomic_fetch_and_sub_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:622}","{Function _emscripten_atomic_fetch_and_sub_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:132})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function _emscripten_atomic_fetch_and_and_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:644}","{Function _emscripten_atomic_fetch_and_and_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:154})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_or_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:654}","{Function emscripten_atomic_or_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:164})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function __atomic_fetch_sub_8(void, uint64_t, int) at system/lib/pthread/library_pthread.c:733}","{Function __atomic_fetch_sub_8(void, uint64_t, int) at system/lib/pthread/library_pthread_asmjs.c:233})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_and_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:632}","{Function emscripten_atomic_and_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:142})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function __atomic_compare_exchange_8(void, uint64_t, uint64_t, int, int, int) at system/lib/pthread/library_pthread.c:723}","{Function __atomic_compare_exchange_8(void, uint64_t, uint64_t, int, int, int) at system/lib/pthread/library_pthread_asmjs.c:223})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function __atomic_exchange_8(void, uint64_t, int) at system/lib/pthread/library_pthread.c:718}","{Function __atomic_exchange_8(void, uint64_t, int) at system/lib/pthread/library_pthread_asmjs.c:218})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function _emscripten_atomic_fetch_and_xor_u64(void, uint64_t) at system/lib/pthread/library_pthread.c:688}","{Function _emscripten_atomic_fetch_and_xor_u64(void, uint64_t) at system/lib/pthread/library_pthread_asmjs.c:198})"
"emscripten","2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE","{Function emscripten_atomic_store_f32(void, float) at system/lib/pthread/library_pthread.c:558}","{Function emscripten_atomic_store_f32(void, float) at system/lib/pthread/library_pthread_asmjs.c:68})"
"toxcore","4bc2413c4451560e912617fd7432c4b6f141ccf7","MOVE","{Function toxav_join_av_groupchat(Tox, int32_t, uint8_t, uint16_t, void, void, int16_t, void, void) at toxav/toxav_old.h:49}","{Function toxav_join_av_groupchat(Tox, int32_t, uint8_t, uint16_t, void, void, int16_t, void, void) at toxav/toxav.h:669})"
"toxcore","4bc2413c4451560e912617fd7432c4b6f141ccf7","MOVE","{Function toxav_add_av_groupchat(Tox, void, void, int16_t, void, void) at toxav/toxav_old.h:36}","{Function toxav_add_av_groupchat(Tox, void, void, int16_t, void, void) at toxav/toxav.h:656})"
"toxcore","4bc2413c4451560e912617fd7432c4b6f141ccf7","MOVE","{Function toxav_group_send_audio(Tox, int, int16_t, unsigned int, uint8_t, unsigned int) at toxav/toxav_old.h:65}","{Function toxav_group_send_audio(Tox, int, int16_t, unsigned int, uint8_t, unsigned int) at toxav/toxav.h:685})"
"git","65b5f9483eafea0ccdea59884da4e00e0cfeee1f","MOVE","{Function split_cmdline(char, char) at cache.h:1839}","{Function split_cmdline(char, char) at alias.h:5})"
"git","65b5f9483eafea0ccdea59884da4e00e0cfeee1f","MOVE","{Function split_cmdline_strerror(int) at cache.h:1841}","{Function split_cmdline_strerror(int) at alias.h:7})"
"git","65b5f9483eafea0ccdea59884da4e00e0cfeee1f","MOVE","{Function alias_lookup(char) at cache.h:1838}","{Function alias_lookup(char) at alias.h:4})"
"darknet","9b1774bd39d65614cdbd2d4e3815086298008911","RENAME","{Function backpropagate_layer(image, convolutional_layer) at src/convolutional_layer.c:41}","{Function backpropagate_convolutional_layer(image, convolutional_layer) at src/convolutional_layer.c:41})"
"darknet","9b1774bd39d65614cdbd2d4e3815086298008911","CHANGE_SIGNATURE","{Function make_connected_layer(int, int) at src/connected_layer.h:14}","{Function make_connected_layer(int, int, ACTIVATOR_TYPE) at src/connected_layer.h:19})"
"darknet","9b1774bd39d65614cdbd2d4e3815086298008911","CHANGE_SIGNATURE","{Function make_connected_layer(int, int) at src/connected_layer.c:16}","{Function make_connected_layer(int, int, ACTIVATOR_TYPE) at src/connected_layer.c:7})"
"darknet","9b1774bd39d65614cdbd2d4e3815086298008911","RENAME","{Function error_convolutional_layer(image, convolutional_layer) at src/convolutional_layer.c:70}","{Function learn_convolutional_layer(image, convolutional_layer) at src/convolutional_layer.c:70})"
"darknet","9b1774bd39d65614cdbd2d4e3815086298008911","RENAME","{Function calculate_updates_connected_layer(double, connected_layer) at src/connected_layer.c:68}","{Function calculate_update_connected_layer(double, connected_layer) at src/connected_layer.c:72})"
"darknet","9b1774bd39d65614cdbd2d4e3815086298008911","RENAME","{Function backpropagate_layer_convolve(image, convolutional_layer) at src/convolutional_layer.c:50}","{Function backpropagate_convolutional_layer_convolve(image, convolutional_layer) at src/convolutional_layer.c:50})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","RENAME","{Function unset_addr_list_fix(UnsetAddrList, regex_t) at ext/mbstring/oniguruma/src/regcomp.c:2103}","{Function fix_unset_addr_list(UnsetAddrList, regex_t) at ext/mbstring/oniguruma/src/regcomp.c:2129})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function onig_scan(regex_t, OnigUChar, OnigUChar, OnigRegion, OnigOptionType, int, OnigRegion, void, void) at ext/mbstring/oniguruma/src/oniguruma.h:768}","{Function onig_scan(OnigRegex, OnigUChar, OnigUChar, OnigRegion, OnigOptionType, int, OnigRegion, void, void) at ext/mbstring/oniguruma/src/oniguruma.h:779})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","EXTRACT","{Function onig_search(regex_t, UChar, UChar, UChar, UChar, OnigRegion, OnigOptionType) at ext/mbstring/oniguruma/src/regexec.c:4070}","{Function onig_search_with_param(regex_t, UChar, UChar, UChar, UChar, OnigRegion, OnigOptionType, OnigMatchParam) at ext/mbstring/oniguruma/src/regexec.c:4602})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function comp_distance_value(MinMaxLen, MinMaxLen, int, int) at ext/mbstring/oniguruma/src/regcomp.c:4672}","{Function comp_distance_value(MinMax, MinMax, int, int) at ext/mbstring/oniguruma/src/regcomp.c:4699})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function concat_opt_exact_str(OptExact, UChar, UChar, int, OnigEncoding) at ext/mbstring/oniguruma/src/regcomp.c:4871}","{Function concat_opt_exact_str(OptExact, UChar, UChar, OnigEncoding) at ext/mbstring/oniguruma/src/regcomp.c:4897})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function alt_merge_mml(MinMaxLen, MinMaxLen) at ext/mbstring/oniguruma/src/regcomp.c:4722}","{Function alt_merge_mml(MinMax, MinMax) at ext/mbstring/oniguruma/src/regcomp.c:4749})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function copy_mml(MinMaxLen, MinMaxLen) at ext/mbstring/oniguruma/src/regcomp.c:4708}","{Function copy_mml(MinMax, MinMax) at ext/mbstring/oniguruma/src/regcomp.c:4735})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","EXTRACT","{Function onig_match(regex_t, UChar, UChar, UChar, OnigRegion, OnigOptionType) at ext/mbstring/oniguruma/src/regexec.c:3782}","{Function onig_match_with_param(regex_t, UChar, UChar, UChar, OnigRegion, OnigOptionType, OnigMatchParam) at ext/mbstring/oniguruma/src/regexec.c:4301})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function P_(, regex_t, OnigOptionType, OnigCaseFoldType, OnigEncoding, OnigSyntaxType) at ext/mbstring/oniguruma/src/oniguruma.h:760}","{Function P_(, OnigRegex, OnigOptionType, OnigCaseFoldType, OnigEncoding, OnigSyntaxType) at ext/mbstring/oniguruma/src/oniguruma.h:771})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function distance_value(MinMaxLen) at ext/mbstring/oniguruma/src/regcomp.c:4643}","{Function distance_value(MinMax) at ext/mbstring/oniguruma/src/regcomp.c:4670})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function clear_mml(MinMaxLen) at ext/mbstring/oniguruma/src/regcomp.c:4702}","{Function clear_mml(MinMax) at ext/mbstring/oniguruma/src/regcomp.c:4729})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function set_bound_node_opt_info(NodeOpt, MinMaxLen) at ext/mbstring/oniguruma/src/regcomp.c:5079}","{Function set_bound_node_opt_info(NodeOpt, MinMax) at ext/mbstring/oniguruma/src/regcomp.c:5104})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function is_equal_mml(MinMaxLen, MinMaxLen) at ext/mbstring/oniguruma/src/regcomp.c:4689}","{Function is_equal_mml(MinMax, MinMax) at ext/mbstring/oniguruma/src/regcomp.c:4716})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function set_mml(MinMaxLen, OnigLen, OnigLen) at ext/mbstring/oniguruma/src/regcomp.c:4695}","{Function set_mml(MinMax, OnigLen, OnigLen) at ext/mbstring/oniguruma/src/regcomp.c:4722})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","MOVE_RENAME","{Function strdup_with_null(OnigEncoding, UChar, UChar) at ext/mbstring/oniguruma/src/regparse.c:345}","{Function onigenc_strdup(OnigEncoding, UChar, UChar) at ext/mbstring/oniguruma/src/regenc.c:139})"
"php-src","ec5b408d815b655cda638c329439795c190ee0dc","CHANGE_SIGNATURE","{Function add_mml(MinMaxLen, MinMaxLen) at ext/mbstring/oniguruma/src/regcomp.c:4715}","{Function add_mml(MinMax, MinMax) at ext/mbstring/oniguruma/src/regcomp.c:4742})"
"toxcore","2465f486acd90ed8395c8a83a13af09ecd024c98","RENAME","{Function add_header(RTPHeader, uint8_t) at toxav/rtp.c:189}","{Function parse_header_out(RTPHeader, uint8_t) at toxav/rtp.c:430})"
"toxcore","2465f486acd90ed8395c8a83a13af09ecd024c98","EXTRACT","{Function msg_parse(uint8_t, int) at toxav/rtp.c:296}","{Function msg_parse(uint8_t, int) at toxav/rtp.c:390})"
"toxcore","2465f486acd90ed8395c8a83a13af09ecd024c98","RENAME","{Function rtp_handle_packet(Messenger, int32_t, uint8_t, uint32_t, void) at toxav/rtp.c:342}","{Function handle_rtp_packet(Messenger, int32_t, uint8_t, uint32_t, void) at toxav/rtp.c:530})"
"toxcore","2465f486acd90ed8395c8a83a13af09ecd024c98","MOVE_RENAME","{Function buffer_new(int) at toxav/codec.c:96}","{Function rb_new(int) at toxcore/util.c:238})"
"toxcore","2465f486acd90ed8395c8a83a13af09ecd024c98","CHANGE_SIGNATURE","{Function build_header(RTPSession) at toxav/rtp.c:261}","{Function build_header(RTPSession, RTPHeader) at toxav/rtp.c:492})"
"toxcore","2465f486acd90ed8395c8a83a13af09ecd024c98","RENAME","{Function add_ext_header(RTPExtHeader, uint8_t) at toxav/rtp.c:230}","{Function parse_ext_header_out(RTPExtHeader, uint8_t) at toxav/rtp.c:467})"
"toxcore","2465f486acd90ed8395c8a83a13af09ecd024c98","RENAME","{Function extract_ext_header(uint8_t, uint16_t) at toxav/rtp.c:141}","{Function parse_ext_header_in(uint8_t, uint16_t) at toxav/rtp.c:346})"
"toxcore","2465f486acd90ed8395c8a83a13af09ecd024c98","RENAME","{Function extract_header(uint8_t, int) at toxav/rtp.c:66}","{Function parse_header_in(uint8_t, int) at toxav/rtp.c:278})"
"tmux","aad4e4ddb194cba9c01b0ddd696fb7b214e1a7eb","MOVE","{Function args_set(args, char) at arguments.c:38}","{Function args_set(args, char) at tmux.h:1723})"
"tmux","aad4e4ddb194cba9c01b0ddd696fb7b214e1a7eb","CHANGE_SIGNATURE","{Function window_clock_init(window_pane) at window-clock.c:27}","{Function window_clock_init(window_pane, cmd_find_state, args) at window-clock.c:27})"
"tmux","aad4e4ddb194cba9c01b0ddd696fb7b214e1a7eb","CHANGE_SIGNATURE","{Function window_clock_init(window_pane) at window-clock.c:147}","{Function window_clock_init(window_pane, __unused, __unused) at window-clock.c:148})"
"tmux","aad4e4ddb194cba9c01b0ddd696fb7b214e1a7eb","CHANGE_SIGNATURE","{Function window_copy_init(window_pane) at window-copy.c:189}","{Function window_copy_init(window_pane, __unused, __unused) at window-copy.c:190})"
"tmux","aad4e4ddb194cba9c01b0ddd696fb7b214e1a7eb","CHANGE_SIGNATURE","{Function window_pane_set_mode(window_pane, window_mode) at tmux.h:2121}","{Function window_pane_set_mode(window_pane, window_mode, cmd_find_state, args) at tmux.h:2129})"
"tmux","aad4e4ddb194cba9c01b0ddd696fb7b214e1a7eb","CHANGE_SIGNATURE","{Function window_copy_init(window_pane) at window-copy.c:30}","{Function window_copy_init(window_pane, cmd_find_state, args) at window-copy.c:30})"
"tmux","aad4e4ddb194cba9c01b0ddd696fb7b214e1a7eb","CHANGE_SIGNATURE","{Function window_pane_set_mode(window_pane, window_mode) at window.c:1173}","{Function window_pane_set_mode(window_pane, window_mode, cmd_find_state, args) at window.c:1173})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_IjkMediaPlayer__mNativeIjkIOHttp__set(JNIEnv, jobject, jlong) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/IjkMediaPlayer.h:37}","{Function J4AC_tv_danmaku_ijk_media_player_IjkMediaPlayer__mNativeAndroidIO__set(JNIEnv, jobject, jlong) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/IjkMediaPlayer.h:37})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_IjkMediaPlayer__mNativeIjkIOHttp__get__catchAll(JNIEnv, jobject) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/IjkMediaPlayer.c:93}","{Function J4AC_tv_danmaku_ijk_media_player_IjkMediaPlayer__mNativeAndroidIO__get__catchAll(JNIEnv, jobject) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/IjkMediaPlayer.c:93})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__read(JNIEnv, jobject, jbyteArray, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.h:29}","{Function J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__read(JNIEnv, jobject, jbyteArray, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.h:29})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__open__catchAll(JNIEnv, jobject) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.c:40}","{Function J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__open__catchAll(JNIEnv, jobject) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.c:40})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__read__catchAll(JNIEnv, jobject, jbyteArray, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.c:55}","{Function J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__read__catchAll(JNIEnv, jobject, jbyteArray, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.c:55})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__read__catchAll(JNIEnv, jobject, jbyteArray, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.h:30}","{Function J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__read__catchAll(JNIEnv, jobject, jbyteArray, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.h:30})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__close(JNIEnv, jobject) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.c:80}","{Function J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__close(JNIEnv, jobject) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.c:80})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__seek__catchAll(JNIEnv, jobject, jlong, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.h:32}","{Function J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__seek__catchAll(JNIEnv, jobject, jlong, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.h:32})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_IjkMediaPlayer__mNativeIjkIOHttp__get(JNIEnv, jobject) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/IjkMediaPlayer.c:88}","{Function J4AC_tv_danmaku_ijk_media_player_IjkMediaPlayer__mNativeAndroidIO__get(JNIEnv, jobject) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/IjkMediaPlayer.c:88})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{File IIjkIOHttp.h at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.h:1}","{File IAndroidIO.h at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.h:1})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__seek__catchAll(JNIEnv, jobject, jlong, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.c:70}","{Function J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__seek__catchAll(JNIEnv, jobject, jlong, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.c:70})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_IjkMediaPlayer__mNativeIjkIOHttp__set__catchAll(JNIEnv, jobject, jlong) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/IjkMediaPlayer.h:38}","{Function J4AC_tv_danmaku_ijk_media_player_IjkMediaPlayer__mNativeAndroidIO__set__catchAll(JNIEnv, jobject, jlong) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/IjkMediaPlayer.h:38})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__seek(JNIEnv, jobject, jlong, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.c:65}","{Function J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__seek(JNIEnv, jobject, jlong, jint) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.c:65})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{File IIjkIOHttp.c at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.c:1}","{File IAndroidIO.c at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.c:1})"
"ijkplayer","c504b6c753604ab25f78634ec486be13d8aedaae","RENAME","{Function J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__open(JNIEnv, jobject) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.c:35}","{Function J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__open(JNIEnv, jobject) at ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.c:35})"
